Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;320;Soluções de TIC;985529-177/2027;Contratação de empresa com rastreamento e monitoramento veicular;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;3000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;321;Soluções de TIC;985529-177/2027;Contratação de empresa com rastreamento e monitoramento veicular;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;2000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;322;Soluções de TIC;985529-177/2027;Contratação de empresa com rastreamento e monitoramento veicular;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;30000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;323;Soluções de TIC;985529-177/2027;Contratação de empresa com rastreamento e monitoramento veicular;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;3000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;324;Serviço;985529-178/2027;Prestação de serviços terceirizados visando a vigilância em prédios Públicos;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;150000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;325;Serviço;985529-178/2027;Prestação de serviços terceirizados visando a vigilância em prédios Públicos;Catálogo do Compras.gov.br;Serviço;852;SERVIÇOS DE INVESTIGAÇÃO E SEGURANÇA;;;;;-;0,0000;0,0000;125000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;327;Material;985529-180/2027;Aquisição de mobiliários em geral;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;;;-;0,0000;0,0000;12000,0000;0,0000;28/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;326;Serviço;985529-179/2027;Prestação de serviços de borracharia;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;;;-;0,0000;0,0000;1000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;328;Material;985529-180/2027;Aquisição de mobiliários em geral;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;;;-;0,0000;0,0000;100000,0000;0,0000;28/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;329;Material;985529-181/2027;Aquisição de areia média, pedra brita, pó de pedra, pedra pedrisco, pedra rachão, pedra graduada;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;330;Material;985529-187/2027;Aquisição de combustível como óleo diesel e gasolina;Catálogo do Compras.gov.br;Material;9140;ÓLEOS COMBUSTÍVEIS;;;;;-;0,0000;0,0000;200000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;331;Material;985529-186/2027;Aquisição de mobiliários em geral, máquinas, utensílios de escritório, aparelhos e equipamentos para;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;21/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;332;Material;985529-185/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;;;;;-;0,0000;0,0000;6000,0000;0,0000;30/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;333;Material;985529-190/2027;Aquisição de materiais para confecção de pequenos móveis e manutenção de bens móveis;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2027
